year,ahe,bachelor,female,age
1992,11.46730804,0,0,32
1992,16.34615326,1,0,26
1992,16.82692337,1,0,30
1992,12.98076916,1,1,32
1992,5.769230843,0,1,27
1992,9.134614944,0,0,33
1992,13.46153831,1,1,32
1992,8.012820244,1,0,29
1992,12.5,0,1,34
1992,6.730769157,1,0,34
1992,14.27350426,1,0,27
1992,10.68376064,0,0,27
1992,9.134614944,0,0,27
1992,19.23077011,1,1,25
1992,10.38461494,1,0,25
1992,11.05769253,0,0,27
1992,16.34615326,1,1,26
1992,18.84615326,1,0,33
1992,12.5,0,0,26
1992,15.86538506,0,0,29
1992,26.68269157,1,0,33
1992,18.61297989,0,0,29
1992,6.972115517,0,1,31
1992,9.401709557,0,0,27
1992,11.53846169,0,0,29
1992,24.03846169,1,1,32
1992,6.923077106,0,0,30
1992,11.53846169,1,1,34
1992,15.38461494,0,0,29
1992,13.33333302,0,0,27
1992,4.25,0,1,32
1992,12.98076916,0,0,34
1992,9.615385056,0,0,27
1992,11.19903851,0,0,27
1992,13.66396809,0,1,34
1992,9.615385056,0,1,30
1992,10.82548046,0,1,33
1992,19.23077011,0,0,30
1992,11.53846169,0,0,26
1992,16.82692337,0,0,33
1992,13.35817337,0,1,33
1992,7,1,1,34
1992,9.615385056,0,0,29
1992,8.461538315,1,0,32
1992,11.53846169,0,1,31
1992,11.05769253,0,0,33
1992,15.56350613,0,0,31
1992,13.55000019,1,0,33
1992,14.31126976,0,0,30
1992,28.84615326,1,0,30
1992,9.440559387,1,1,30
1992,14.23076916,1,0,30
1992,8.974358559,1,0,27
1992,12.80000019,1,1,28
1992,14.42307663,0,0,34
1992,45.67307663,1,0,28
1992,11.05769253,1,1,27
1992,12.01923084,1,1,26
1992,13.46153831,0,0,33
1992,25.64102554,1,0,27
1992,9.615385056,0,0,26
1992,3.571428537,1,0,31
1992,14.42307663,1,0,34
1992,20.67307663,1,1,31
1992,19.23077011,0,0,33
1992,7.692307472,1,0,29
1992,16.82692337,0,0,26
1992,10.57692337,0,0,32
1992,10.1214571,0,1,28
1992,15.89999962,0,1,33
1992,8.934294701,0,0,27
1992,16.34615326,0,0,34
1992,15,1,0,28
1992,7.211538315,0,1,26
1992,14.23076916,0,1,32
1992,29.9145298,1,0,34
1992,14.42307663,0,0,29
1992,15.86538506,0,0,27
1992,9.134614944,0,1,27
1992,15.86538506,1,1,29
1992,24.23077011,1,0,31
1992,15.38461494,1,1,31
1992,11.53846169,0,0,34
1992,11.53846169,0,0,32
1992,12.42603588,0,0,29
1992,14.42307663,0,0,34
1992,7.449999809,0,1,30
1992,6.25,0,1,31
1992,7.211538315,0,0,25
1992,21.63461494,0,0,34
1992,9.615385056,1,1,34
1992,16.15384674,1,0,27
1992,16.23931694,1,0,29
1992,17.24519157,0,0,31
1992,20.06688881,0,1,30
1992,19.23077011,0,0,30
1992,4.807692528,0,0,32
1992,8.653845787,0,1,33
1992,8.653845787,0,0,28
1992,26.49572563,1,0,31
1992,15.38461494,0,0,28
1992,14.42307663,1,1,30
1992,9.615385056,0,1,29
1992,15.38461494,1,0,27
1992,10.68376064,0,1,25
1992,41.34615326,1,0,32
1992,11.53846169,0,0,32
1992,12.5,0,1,31
1992,7.647058964,0,0,29
1992,12.01923084,1,1,25
1992,11.11111069,1,1,26
1992,10.57692337,1,0,26
1992,5.576922894,0,0,28
1992,16.82692337,0,0,34
1992,14.42307663,1,0,29
1992,11.97115421,0,0,32
1992,8.028845787,0,0,25
1992,15.38461494,1,1,31
1992,14.9572649,1,1,27
1992,19.23077011,0,1,30
1992,7.211538315,0,0,27
1992,24.03846169,1,1,34
1992,15.38461494,1,0,29
1992,11.53846169,1,1,28
1992,11.96581173,0,0,33
1992,10,0,1,30
1992,25,1,0,30
1992,10.2564106,0,1,30
1992,8.17307663,0,1,25
1992,10.68376064,1,1,26
1992,11.53846169,1,1,34
1992,11.92307663,0,1,26
1992,15.38461494,1,0,29
1992,5.769230843,0,0,27
1992,13.98601437,1,0,29
1992,12.01923084,1,0,29
1992,14.42307663,1,1,27
1992,6.25,0,1,30
1992,7.692307472,0,1,30
1992,12,0,1,31
1992,12.0698719,1,0,32
1992,11.85897446,1,1,26
1992,9.340659142,0,1,29
1992,17.30769157,1,0,30
1992,10.30219746,1,1,27
1992,4.815000057,1,1,29
1992,12.82051277,1,1,28
1992,10,1,1,26
1992,25,1,0,34
1992,11.25,0,0,34
1992,21.63461494,1,0,25
1992,7.692307472,1,0,26
1992,24.03846169,1,0,31
1992,12.98076916,1,1,30
1992,12.01923084,0,0,25
1992,12.01923084,0,0,26
1992,11.53846169,1,1,27
1992,19.23077011,1,0,26
1992,12.01923084,0,0,26
1992,6.25,0,0,30
1992,16.15384674,1,1,28
1992,13.63636398,1,0,26
1992,13.46153831,0,0,32
1992,10.68376064,1,0,27
1992,18.3150177,0,0,28
1992,12.98076916,1,1,32
1992,8.616499901,1,0,27
1992,12.69230747,0,1,30
1992,36.05769348,1,0,28
1992,9.615385056,0,0,30
1992,11.34615421,1,1,28
1992,17.78846169,1,0,30
1992,14.9572649,1,1,29
1992,14.8926239,1,1,28
1992,10,1,0,26
1992,9.615385056,1,1,26
1992,10.10192299,1,1,31
1992,16.77884674,1,0,30
1992,11.18067932,0,1,27
1992,10.81730747,1,1,29
1992,23.55769157,0,0,31
1992,14.42307663,1,1,27
1992,12.5,1,1,29
1992,12.01923084,0,0,31
1992,14.23076916,1,0,31
1992,11.53846169,1,0,34
1992,18.26922989,1,0,33
1992,5.882352829,1,0,27
1992,12.01923084,1,1,27
1992,15.86538506,1,1,28
1992,34.61538315,1,0,32
1992,10,0,1,34
1992,17.30769157,0,1,28
1992,19.23077011,1,0,32
1992,25.17482567,1,0,32
1992,6.009615421,0,0,25
1992,23.66863823,0,0,31
1992,4.807692528,0,0,32
1992,8.698077202,0,1,32
1992,15.24423122,0,0,31
1992,14.90384579,1,0,30
1992,19.71153831,1,0,27
1992,20.19230843,1,0,34
1992,18.3150177,1,1,30
1992,16.88888931,1,1,33
1992,9.230769157,1,0,31
1992,20.19230843,1,1,28
1992,7.211538315,1,0,25
1992,14.42307663,1,0,25
1992,10.81730747,1,1,30
1992,16.82692337,1,0,34
1992,12.08791256,1,0,28
1992,21.2550602,0,0,28
1992,9.615385056,1,1,26
1992,12.36778831,1,1,26
1992,12,0,0,33
1992,7.5,0,0,27
1992,10.09615421,1,0,26
1992,12.01923084,1,1,26
1992,13.46153831,0,0,30
1992,5.357142925,0,0,25
1992,14.9572649,1,0,27
1992,10.76923084,1,1,25
1992,18.75,1,1,28
1992,16.82692337,1,1,28
1992,12.69230747,1,0,31
1992,12.58741283,1,0,28
1992,14.42307663,1,1,25
1992,16.15384674,0,0,30
1992,14.42307663,1,1,28
1992,9.838997841,1,0,31
1992,18.26922989,0,0,29
1992,11.77884579,1,1,25
1992,11.21794891,1,1,25
1992,15.16272163,1,0,34
1992,20.67307663,1,0,33
1992,8.505917549,1,0,31
1992,20.19230843,0,0,34
1992,17.09401703,0,0,31
1992,11.53846169,1,0,26
1992,12.01923084,0,0,33
1992,18.26922989,1,0,26
1992,25,1,1,32
1992,14.42307663,1,1,32
1992,11.23173046,0,1,34
1992,12.5,1,0,27
1992,8.241758347,1,0,25
1992,14.42307663,1,0,27
1992,14.42307663,1,1,26
1992,15.38461494,1,1,34
1992,17.30769157,1,1,29
1992,14.90384579,0,1,25
1992,6.25,0,0,27
1992,10.76923084,1,0,29
1992,19.23077011,1,0,33
1992,24.66346169,1,0,32
1992,16.15384674,1,1,33
1992,14.42307663,1,0,33
1992,21.63461494,1,1,30
1992,11.05769253,0,1,26
1992,19.19615364,0,0,28
1992,17.78846169,0,0,30
1992,10.19230747,1,1,30
1992,17.78846169,1,0,27
1992,23.55769157,1,0,33
1992,7.211538315,0,1,26
1992,19.23077011,0,0,27
1992,9.109312057,1,1,31
1992,14.18269253,0,0,29
1992,20.32966995,1,1,33
1992,16.82692337,0,0,32
1992,13.46153831,1,1,28
1992,5.459183693,0,0,25
1992,9.615385056,1,1,26
1992,13.24786282,1,1,28
1992,13.46153831,1,0,34
1992,20.90705109,1,1,26
1992,11.53846169,0,0,26
1992,19.23077011,1,0,25
1992,7.670329571,0,1,32
1992,19.23077011,0,0,32
1992,15.38461494,1,0,27
1992,6.153846264,1,0,25
1992,12.98076916,0,1,25
1992,17.09401703,0,0,29
1992,12.01923084,1,0,28
1992,6.410256386,0,1,32
1992,11.76923084,0,0,34
1992,13.73626328,1,1,25
1992,18.37606812,0,0,34
1992,14.70897388,1,0,28
1992,12.01923084,0,1,30
1992,9.615385056,1,0,28
1992,17.58241844,1,1,34
1992,13.46153831,1,1,34
1992,8.547008514,1,1,26
1992,9.615385056,1,0,29
1992,13.54166698,1,1,30
1992,14.42307663,1,0,27
1992,31.25,1,1,26
1992,23.46153831,1,0,30
1992,19.23077011,0,0,33
1992,20.19230843,1,1,30
1992,14.42307663,0,0,29
1992,17.30769157,0,0,25
1992,8.153845787,1,0,32
1992,10.92657375,0,0,28
1992,9.134614944,0,1,28
1992,9.182692528,0,1,31
1992,9.615385056,0,0,31
1992,23.50427437,1,1,33
1992,10,1,0,29
1992,15.38461494,1,1,31
1992,15.76923084,1,1,26
1992,14.42307663,0,0,34
1992,11.77884579,0,0,27
1992,9.10518074,0,1,26
1992,6.5,0,1,34
1992,12.01923084,0,0,27
1992,12.5,1,1,28
1992,7.692307472,0,0,30
1992,13.94230747,1,1,27
1992,9.615385056,0,0,30
1992,8.413461685,1,1,33
1992,11.11111069,0,0,27
1992,11.53846169,0,0,26
1992,24.03846169,1,0,31
1992,7.678365231,0,0,34
1992,18.26922989,1,0,28
1992,8.653845787,0,1,33
1992,10.76923084,0,0,30
1992,7.211538315,0,0,30
1992,19.23077011,1,1,34
1992,20,1,0,32
1992,19.23077011,1,1,29
1992,10.57692337,0,0,29
1992,10.909091,0,0,31
1992,10.57692337,0,0,32
1992,5.15947485,0,0,27
1992,10.89743614,0,0,30
1992,6.009615421,0,0,29
1992,6.25,0,1,29
1992,10.98901081,0,1,30
1992,12.98076916,1,0,28
1992,11.05769253,1,1,28
1992,3.184615374,1,1,27
1992,14.23076916,0,0,29
1992,15.38461494,1,0,33
1992,14.90384579,1,1,29
1992,8.771929741,1,1,26
1992,19.23077011,0,0,33
1992,12.01923084,0,0,32
1992,12.25961494,0,1,31
1992,13.5,1,1,26
1992,12.01923084,0,0,28
1992,12.25961494,0,0,31
1992,7.211538315,0,1,31
1992,6.861111164,0,1,31
1992,16.82692337,0,1,25
1992,24.72527504,1,1,31
1992,12.5,1,0,28
1992,10.41666698,1,0,28
1992,12.63736248,1,1,27
1992,13.94230747,1,0,29
1992,6.971153736,0,1,29
1992,14.42307663,1,0,27
1992,9.829059601,1,0,28
1992,5.769230843,0,1,25
1992,7.211538315,0,0,27
1992,5,0,1,28
1992,7.932692528,0,0,25
1992,16.23931694,0,0,25
1992,4.800000191,0,0,34
1992,12.01923084,0,0,34
1992,33.16326523,1,0,34
1992,12.30769253,0,0,32
1992,13.94230747,1,0,29
1992,12.01923084,0,0,32
1992,12.98076916,1,1,33
1992,17.30769157,1,1,29
1992,18.26922989,1,1,25
1992,21.96115303,1,0,32
1992,16.11778831,1,1,29
1992,7.932692528,0,0,32
1992,7.692307472,0,0,30
1992,17.43589783,0,0,34
1992,9.134614944,0,1,31
1992,7.0427351,1,1,25
1992,13.54166698,0,0,29
1992,6.613333225,0,0,34
1992,12.5,1,1,26
1992,2.747252703,0,0,25
1992,6.490384579,0,1,30
1992,6.599999905,0,1,29
1992,7.211538315,0,1,27
1992,8.653845787,0,0,28
1992,20.67307663,1,0,32
1992,16.82692337,0,1,32
1992,16.1764698,0,0,28
1992,12.02884579,1,0,25
1992,11.53846169,0,0,26
1992,20,0,0,33
1992,10.09615421,0,1,31
1992,4.342857361,0,1,27
1992,11.53846169,0,1,32
1992,15.14423084,0,0,33
1992,4.807692528,0,0,25
1992,19.71153831,1,0,34
1992,4.474999905,0,0,27
1992,12.01923084,1,1,28
1992,21.63461494,1,0,31
1992,13.46153831,1,0,27
1992,16.82692337,0,0,31
1992,19.23077011,1,0,28
1992,11.63967609,0,1,30
1992,12.08791256,0,1,29
1992,7.451922894,1,0,28
1992,11.53846169,0,1,34
1992,12.01923084,0,0,33
1992,19.23077011,0,0,33
1992,20.83333397,1,0,30
1992,22.22222137,1,1,31
1992,8,1,0,25
1992,12.30769253,0,0,26
1992,15.86538506,0,1,32
1992,12.69230747,1,1,26
1992,8.653845787,1,1,28
1992,12.94846153,0,1,29
1992,18.99038506,0,0,26
1992,10.57692337,0,1,34
1992,15.86538506,0,0,33
1992,14.5730772,1,0,30
1992,4.807692528,0,0,30
1992,30,0,0,31
1992,1.703296661,1,1,28
1992,9.319526672,0,1,27
1992,16.82692337,0,0,34
1992,11.81318665,0,1,33
1992,15.38461494,0,0,29
1992,9.615385056,0,1,29
1992,11.53846169,0,1,30
1992,15.5197506,1,0,25
1992,9.134614944,0,0,25
1992,16.08391571,1,0,32
1992,17.09401703,1,0,34
1992,11.97115421,1,1,32
1992,13.46153831,0,0,29
1992,15.86538506,0,0,30
1992,12.01923084,0,1,33
1992,14.90384579,1,0,28
1992,15.86538506,1,1,32
1992,9.615385056,0,0,30
1992,11.39423084,0,1,32
1992,10.62937069,0,0,26
1992,10,1,0,26
1992,18.26922989,1,0,34
1992,7,1,1,27
1992,12.01923084,1,1,27
1992,14.42307663,0,1,32
1992,24.35897446,0,0,25
1992,11.53846169,1,1,27
1992,16.82692337,1,0,26
1992,12.69134617,1,0,25
1992,9.615385056,1,0,25
1992,10.43956089,1,0,27
1992,2.884615421,0,1,26
1992,15.18218613,0,1,26
1992,18.26922989,0,0,26
1992,6.944444656,1,0,27
1992,11.13317299,0,0,30
1992,13.46153831,0,0,32
1992,12.5,0,1,33
1992,9.615385056,0,0,31
1992,7.692307472,0,1,26
1992,16.9871788,1,0,31
1992,24.29149818,1,0,30
1992,11.77884579,1,1,30
1992,8.241758347,0,0,28
1992,11.82692337,1,1,26
1992,17.58241844,1,0,34
1992,15.38461494,1,0,27
1992,13.73626328,1,0,25
1992,8.653845787,0,1,26
1992,10.76923084,1,0,34
1992,12.98076916,1,0,25
1992,20,0,0,30
1992,15.75,0,0,32
1992,10.09615421,0,1,26
1992,16,0,0,32
1992,15.73426533,0,0,30
1992,9.890110016,1,0,26
1992,24.4755249,1,0,33
1992,10.57692337,0,1,32
1992,8.17307663,0,0,31
1992,3.674999952,0,1,29
1992,8.17307663,1,0,28
1992,7.5,0,0,26
1992,14.42307663,0,0,30
1992,14.42307663,0,0,29
1992,13.46153831,1,0,30
1992,12.74038506,0,0,30
1992,5.769230843,0,1,30
1992,9.467455864,1,0,28
1992,13.41681576,1,1,25
1992,7.211538315,0,0,30
1992,9.615385056,0,1,25
1992,4.828974247,0,0,34
1992,16.34615326,0,0,32
1992,7.692307472,0,1,25
1992,10.57692337,0,0,31
1992,6.923077106,0,0,25
1992,10.52884579,0,1,25
1992,10.57692337,0,0,26
1992,8.653845787,0,1,34
1992,16.73077011,1,1,27
1992,14.10256386,1,0,32
1992,4.444444656,0,0,34
1992,21.15384674,1,0,25
1992,16.02564049,0,0,29
1992,6.771977901,0,1,31
1992,12.01923084,1,1,33
1992,8.241758347,0,0,31
1992,23.07692337,0,0,30
1992,8,0,1,33
1992,10,0,0,27
1992,17.30769157,0,0,32
1992,16.82692337,0,0,32
1992,14.0625,0,0,34
1992,9.615385056,1,1,32
1992,10.82548046,0,1,33
1992,6.837606907,0,0,25
1992,15.86538506,1,0,32
1992,6.818181992,0,0,32
1992,16.82692337,0,1,33
1992,17.30769157,0,0,33
1992,28.84615326,1,0,34
1992,16.34615326,1,0,34
1992,22.02797127,1,0,26
1992,9.615385056,1,1,25
1992,14.90384579,1,0,32
1992,5.769230843,0,0,26
1992,21.31410217,0,0,30
1992,18.81270981,0,0,29
1992,10.09615421,0,0,25
1992,9.230769157,0,0,25
1992,13.99038506,0,0,29
1992,10.09615421,0,1,26
1992,9.42307663,0,0,26
1992,9.42307663,0,0,28
1992,14.90384579,1,0,31
1992,21.33461571,0,1,34
1992,9.109312057,0,1,27
1992,8.653845787,0,0,31
1992,12.5,1,1,29
1992,13.11188793,1,1,34
1992,6.81089735,0,1,31
1992,24.03846169,1,0,33
1992,26.84294891,1,0,25
1992,15.625,0,0,31
1992,9.230769157,0,0,33
1992,10.98901081,0,1,29
1992,4.761904716,0,1,32
1992,15.38461494,0,1,32
1992,20.19230843,0,0,30
1992,6.730769157,0,1,25
1992,12.01923084,1,1,26
1992,15.38461494,0,1,30
1992,11.85897446,1,0,32
1992,12.01923084,0,0,28
1992,9.134614944,0,1,29
1992,7.323076725,0,0,27
1992,5,0,1,29
1992,12.36263752,0,0,34
1992,10.35503006,1,1,30
1992,10.98901081,0,0,27
1992,19.71153831,0,0,27
1992,10.05917168,0,0,29
1992,9,0,0,26
1992,7.692307472,1,1,27
1992,18.02884674,0,0,27
1992,9.148557663,0,0,30
1992,9.615385056,0,0,33
1992,8.653845787,0,0,31
1992,21.2550602,1,1,33
1992,9.615385056,0,1,33
1992,14.42307663,1,1,26
1992,14.90384579,0,0,28
1992,10.68376064,0,0,34
1992,18.43137169,0,0,31
1992,12.98076916,1,1,29
1992,22.11538506,0,0,34
1992,16.82692337,0,1,28
1992,20.67307663,1,1,26
1992,11.33173084,0,1,29
1992,12.60869598,1,1,28
1992,7.211538315,0,0,25
1992,6.666666508,0,0,27
1992,19.23077011,1,0,28
1992,8.012820244,0,0,31
1992,19.23077011,1,0,32
1992,24.03846169,0,0,30
1992,18.26922989,0,0,30
1992,7.211538315,0,0,32
1992,14.42307663,1,1,27
1992,16.82692337,1,0,33
1992,9.134614944,0,0,26
1992,14.28571415,1,1,25
1992,22.11538506,1,0,34
1992,10.57692337,1,0,26
1992,9.068627357,0,0,28
1992,8,0,0,28
1992,16.34615326,0,1,26
1992,12.5,0,0,33
1992,19.23077011,1,0,28
1992,22.59615326,1,1,28
1992,8.653845787,0,0,34
1992,18.26922989,1,1,26
1992,10.09615421,0,1,26
1992,24.03846169,0,0,31
1992,7.5,0,0,26
1992,30.1455307,1,0,30
1992,12.36263752,1,1,31
1992,18,0,0,33
1992,11.53846169,1,1,27
1992,20.90705109,1,1,28
1992,19.61538506,1,0,32
1992,5.288461685,1,1,27
1992,13.73626328,1,1,32
1992,9.615385056,1,1,26
1992,9.434065819,0,1,25
1992,19.23077011,0,0,29
1992,9.615385056,1,1,34
1992,7.211538315,0,1,30
1992,3.365384579,0,0,34
1992,3.076923132,0,1,33
1992,18.26922989,1,1,28
1992,7.5,0,0,29
1992,19.23077011,1,1,30
1992,11.05769253,1,1,28
1992,12.98076916,1,0,30
1992,9.15750885,0,1,27
1992,17.58241844,1,1,33
1992,29.9145298,0,0,33
1992,16.23931694,0,0,34
1992,15,1,0,34
1992,13.73626328,1,1,26
1992,10,1,1,27
1992,14.83516502,1,1,29
1992,14.42307663,0,1,28
1992,15.38461494,0,1,32
1992,12.98076916,1,0,27
1992,15.56098938,0,1,27
1992,10.98901081,0,0,27
1992,14.42307663,0,0,33
1992,12.08791256,1,0,27
1992,8.653845787,0,1,30
1992,23.07692337,1,1,34
1992,9.134614944,0,1,26
1992,14.90384579,0,0,26
1992,13.73626328,0,1,28
1992,15.30769253,1,1,34
1992,10.8560791,1,1,27
1992,12.01923084,0,0,28
1992,9.401709557,0,0,28
1992,12,0,0,30
1992,16.82692337,1,0,25
1992,20.19230843,1,1,34
1992,11.53846169,0,1,27
1992,14.42307663,1,0,26
1992,15.38461494,1,1,26
1992,6.730769157,0,1,25
1992,8.653845787,0,0,34
1992,5.208333492,1,0,31
1992,5.769230843,0,1,30
1992,10.43956089,0,0,27
1992,5.729166508,0,1,34
1992,12,0,1,27
1992,25.30364418,1,1,31
1992,10.5,0,1,26
1992,22.11538506,0,1,32
1992,12.08791256,0,1,25
1992,11.53846169,0,1,27
1992,14.42307663,1,1,26
1992,11.53846169,0,1,30
1992,13.5,1,1,28
1992,24.61538506,1,1,31
1992,27.74725342,1,1,34
1992,25,0,0,31
1992,9.134614944,0,0,31
1992,33.17307663,1,0,32
1992,6.25,0,0,34
1992,15.38461494,0,0,29
1992,24.01250076,0,0,26
1992,9,0,1,32
1992,2.5,1,1,34
1992,19.23077011,0,0,28
1992,28.84615326,1,0,32
1992,18.51851845,1,1,30
1992,13.75,1,0,31
1992,14.23076916,1,0,31
1992,5,0,0,34
1992,13.75,1,0,29
1992,9.615385056,1,1,27
1992,9.134614944,0,1,34
1992,25,1,1,30
1992,19.23077011,1,1,33
1992,9.134614944,0,0,32
1992,11.875,0,1,25
1992,12.5,1,0,27
1992,7.5,1,0,29
1992,16.82692337,0,0,34
1992,12.58741283,1,0,32
1992,14.90384579,0,0,34
1992,17.1428566,1,1,32
1992,14.90384579,1,0,27
1992,13.75,1,1,30
1992,8.974358559,1,0,30
1992,17.88908768,1,0,27
1992,3.557692289,0,1,30
1992,7.875,0,0,25
1992,16.82692337,1,1,29
1992,10.81730747,1,1,28
1992,6.442307472,0,0,32
1992,2.403846264,0,1,31
1992,28.84615326,1,1,30
1992,10.09615421,0,0,26
1992,13.07692337,1,1,25
1992,5.769230843,0,1,30
1992,14.42307663,0,0,33
1992,17.88461494,1,1,30
1992,46.6341362,1,0,34
1992,7.211538315,0,1,31
1992,9.134614944,1,1,26
1992,17.58241844,0,0,32
1992,18.75,0,0,32
1992,11.83431911,0,0,32
1992,23.72161102,1,0,30
1992,16.48351669,0,1,28
1992,9.401709557,1,0,27
1992,16.82692337,1,1,26
1992,9.615385056,0,1,28
1992,5.769230843,0,0,30
1992,8.75,0,0,27
1992,11.18067932,1,0,30
1992,17.78846169,1,0,34
1992,11,0,0,34
1992,8.75,0,1,33
1992,14.9572649,1,1,27
1992,16.64201164,1,1,31
1992,7.211538315,0,1,32
1992,13.98601437,0,0,30
1992,16.34615326,1,1,33
1992,15.86538506,1,1,28
