sex,age,mrd,educ,cworker,region,race,earnings,height,weight,occupation
0,54,1,16,3,4,4,84054.75,63,120,1
0,39,1,16,1,2,1,84054.75,67,169,1
0,57,1,12,1,4,1,84054.75,72,150,1
0,49,6,16,4,3,2,23362.87305,66,140,1
0,53,1,10,4,4,1,23362.87305,66,145,1
0,35,6,18,1,3,1,33712.96875,64,110,1
0,36,1,16,4,4,3,84054.75,64,145,1
0,29,6,18,2,3,2,28560.38672,64,147,1
0,41,1,16,1,1,2,84054.75,65,135,1
0,44,1,16,1,4,1,44152.16016,67,160,1
0,59,3,14,1,2,1,28560.38672,63,165,1
0,32,1,14,6,3,3,49430.10938,67,135,1
0,46,1,14,1,3,1,84054.75,66,501,1
0,31,6,16,1,2,1,84054.75,65,115,1
0,40,1,16,1,3,2,84054.75,66,135,1
0,41,1,18,6,4,2,44152.16016,61,115,1
0,34,5,12,1,3,1,19237.19531,67,120,1
0,29,1,15,1,1,2,84054.75,61,148,1
0,39,1,14,1,3,1,38925.33594,63,170,1
0,32,1,12,1,4,1,49430.10938,65,130,1
0,41,4,16,1,2,1,38925.33594,64,125,1
0,43,1,14,1,1,1,44152.16016,61,140,1
0,29,1,13,1,1,1,84054.75,63,210,1
0,31,6,12,1,3,2,44152.16016,65,140,1
0,43,1,14,1,2,1,84054.75,70,170,1
0,32,1,16,1,4,1,84054.75,65,138,1
0,60,1,13,2,4,3,84054.75,66,207,1
0,35,1,16,1,4,1,84054.75,62,135,1
0,55,1,12,1,2,1,84054.75,67,163,1
0,26,1,12,3,3,3,33712.96875,63,150,1
0,37,1,13,6,3,1,84054.75,66,501,1
0,37,1,16,2,3,2,84054.75,64,115,1
0,59,3,12,1,3,1,23362.87305,66,125,1
0,49,1,18,1,3,1,84054.75,59,125,1
0,34,1,13,1,3,1,84054.75,64,155,1
0,38,1,12,3,1,2,33712.96875,69,160,1
0,33,1,14,1,1,1,84054.75,62,160,1
0,52,6,18,4,3,2,28560.38672,68,150,1
0,49,1,12,1,4,1,84054.75,65,155,1
0,37,4,12,1,1,1,33712.96875,69,170,1
0,47,1,15,1,1,1,84054.75,64,140,1
0,44,6,13,2,3,1,84054.75,65,501,1
0,38,6,16,1,3,1,33712.96875,63,180,1
0,35,1,17,4,4,1,84054.75,66,160,1
0,26,6,16,1,4,3,33712.96875,61,107,1
0,60,1,12,3,3,1,38925.33594,64,136,1
0,47,1,13,1,3,1,84054.75,63,190,1
0,27,1,15,5,1,1,84054.75,66,130,1
0,45,1,12,1,3,2,84054.75,61,200,1
0,53,4,14,1,3,1,49430.10938,68,140,1
0,32,1,12,3,4,4,84054.75,62,501,1
0,43,6,12,1,1,1,33712.96875,68,160,1
0,36,4,14,1,1,1,49430.10938,70,125,1
0,30,1,14,1,3,3,44152.16016,69,180,1
0,33,1,13,1,4,1,84054.75,66,132,1
0,45,1,16,1,2,1,84054.75,69,160,1
0,34,1,16,1,1,1,84054.75,64,115,1
0,42,5,18,1,3,1,84054.75,65,105,1
0,44,3,12,1,2,1,33712.96875,63,180,1
0,25,1,16,3,3,1,23362.87305,72,145,1
0,42,1,13,6,4,1,49430.10938,69,130,1
0,43,4,14,5,4,1,23362.87305,69,130,1
0,46,4,12,2,4,1,33712.96875,67,155,1
0,30,6,16,1,4,1,23362.87305,62,95,1
0,38,6,18,1,4,4,84054.75,70,155,1
0,34,5,16,1,3,1,44152.16016,65,130,1
0,35,4,12,1,3,1,20305.50977,66,143,1
0,33,4,17,1,1,1,84054.75,63,150,1
0,52,1,16,1,2,1,44152.16016,71,160,1
0,37,4,12,1,3,1,28560.38672,68,136,1
0,33,1,15,1,4,1,49430.10938,64,140,1
0,38,1,16,2,4,2,84054.75,65,150,1
0,31,1,15,1,1,1,38925.33594,64,120,1
0,46,1,14,2,1,1,84054.75,66,130,1
0,39,4,12,4,1,1,44152.16016,62,120,1
0,26,4,12,1,3,1,16081.58789,69,130,1
0,32,1,16,1,4,1,23362.87305,70,220,1
0,43,1,16,1,2,1,84054.75,66,150,1
0,33,6,16,1,3,2,17171.26367,60,125,1
0,47,1,18,4,3,1,84054.75,70,150,1
0,30,1,13,2,3,1,44152.16016,63,137,1
0,28,6,16,1,3,1,19237.19531,70,135,1
0,43,1,16,1,2,1,84054.75,65,122,1
0,38,1,15,1,4,2,84054.75,62,300,1
0,57,1,18,4,4,1,84054.75,68,160,1
0,46,1,14,1,3,1,84054.75,60,105,1
0,47,2,12,6,1,1,49430.10938,68,190,1
0,36,1,16,1,1,1,84054.75,61,110,1
0,41,1,18,4,3,4,84054.75,66,156,1
0,33,1,16,4,3,1,84054.75,60,145,1
0,32,1,14,1,1,1,84054.75,63,118,1
0,33,1,12,1,4,1,44152.16016,62,105,1
0,41,1,12,1,1,1,84054.75,66,135,1
0,33,1,13,1,1,1,84054.75,64,120,1
0,49,1,15,1,3,1,84054.75,62,120,1
0,45,1,11,1,3,1,38925.33594,64,160,1
0,34,1,12,6,1,1,84054.75,68,170,1
0,46,1,16,3,3,4,84054.75,60,120,1
0,49,1,18,3,3,2,84054.75,63,130,1
0,48,1,13,6,4,1,38925.33594,60,130,1
0,28,1,15,1,3,1,28560.38672,61,135,1
0,38,5,15,5,4,1,44152.16016,66,130,1
0,28,6,14,1,4,4,20305.50977,66,140,1
0,42,1,16,3,4,1,84054.75,66,200,1
0,39,1,14,4,1,1,84054.75,67,165,1
0,51,4,18,4,4,1,44152.16016,67,140,1
0,39,1,14,1,3,1,84054.75,68,185,1
0,53,6,14,1,3,3,49430.10938,64,153,1
0,28,6,14,2,4,1,33712.96875,61,145,1
0,41,4,12,1,2,1,20305.50977,63,105,1
0,34,6,16,1,3,1,38925.33594,66,150,1
0,32,1,12,1,2,1,84054.75,59,125,1
0,47,3,15,1,3,2,49430.10938,64,250,1
0,65,3,16,4,3,2,44152.16016,65,209,1
0,41,1,14,1,4,1,84054.75,63,145,1
0,30,6,16,1,1,2,28560.38672,68,150,1
0,26,6,15,1,3,2,18168.8418,65,160,1
0,29,1,16,1,2,1,84054.75,71,220,1
0,27,1,16,1,3,1,84054.75,64,120,1
0,29,1,16,2,1,1,49430.10938,61,100,1
0,37,1,18,1,4,1,84054.75,64,130,1
0,32,6,10,4,3,2,7782.854004,59,179,1
0,38,1,14,1,2,1,49430.10938,70,135,1
0,35,1,16,1,4,1,49430.10938,64,135,1
0,46,1,16,4,3,2,84054.75,65,150,1
0,43,1,13,1,3,1,20305.50977,66,140,1
0,34,1,18,1,3,1,84054.75,64,110,1
0,37,1,14,1,4,1,84054.75,65,112,1
0,47,4,13,1,3,1,38925.33594,67,170,1
0,46,4,16,1,3,1,84054.75,62,110,1
0,49,4,18,1,1,1,84054.75,66,134,1
0,27,1,12,1,3,1,33712.96875,60,135,1
0,38,1,12,1,4,1,49430.10938,64,125,1
0,48,4,14,1,1,1,33712.96875,67,140,1
0,41,4,18,3,1,1,49430.10938,63,125,1
0,25,6,16,1,1,3,84054.75,59,95,1
0,42,1,18,1,2,4,33712.96875,67,200,1
0,44,1,18,1,1,1,84054.75,66,135,1
0,59,4,13,3,3,1,33712.96875,66,300,1
0,35,6,16,1,3,1,84054.75,68,150,1
0,55,6,16,3,1,1,23362.87305,62,180,1
0,34,1,18,1,1,4,49430.10938,63,130,1
0,27,1,16,1,3,1,84054.75,65,125,1
0,49,4,12,1,3,1,23362.87305,62,115,1
0,59,3,11,1,4,1,28560.38672,62,145,1
0,39,1,14,1,3,1,33712.96875,65,160,1
0,54,4,14,1,4,1,11953.45508,67,165,1
0,50,1,18,3,1,2,84054.75,64,129,1
0,37,6,16,1,3,1,44152.16016,64,118,1
0,34,1,15,1,3,1,38925.33594,68,220,1
0,44,1,18,1,2,1,84054.75,59,120,1
0,27,1,13,1,1,1,84054.75,67,501,1
0,36,6,16,1,1,1,28560.38672,62,114,1
0,31,1,12,1,3,1,49430.10938,63,120,1
0,44,1,12,1,4,1,12954.76563,63,180,1
0,29,6,18,3,4,1,84054.75,65,115,1
0,43,1,16,1,2,1,84054.75,70,150,1
0,29,1,14,1,2,4,28560.38672,61,122,1
0,37,1,15,1,3,1,84054.75,64,138,1
0,26,1,17,1,1,1,84054.75,69,120,1
0,46,1,12,1,2,1,84054.75,63,180,1
0,54,1,13,1,3,1,84054.75,65,150,1
0,30,1,17,2,2,2,84054.75,68,135,1
0,26,1,18,1,1,1,33712.96875,63,125,1
0,50,1,10,6,3,1,23362.87305,63,150,1
0,41,4,5,1,3,2,33712.96875,67,145,1
0,48,1,12,1,1,1,84054.75,61,165,1
0,25,6,14,1,2,1,12954.76563,64,130,1
0,35,1,12,1,2,1,84054.75,61,100,1
0,36,1,14,5,1,1,84054.75,64,113,1
0,49,1,12,1,4,1,84054.75,64,501,1
0,56,1,18,5,1,1,84054.75,64,150,1
0,37,1,13,6,3,1,38925.33594,68,130,1
0,44,5,12,1,3,1,33712.96875,60,115,1
0,46,1,13,1,4,1,84054.75,65,138,1
0,45,1,16,2,1,1,84054.75,68,140,1
0,48,1,15,1,3,1,38925.33594,66,140,1
0,46,1,12,1,1,1,84054.75,60,180,1
0,53,1,18,4,1,1,84054.75,64,140,1
0,43,1,16,2,3,1,84054.75,63,115,1
0,31,1,12,1,3,2,49430.10938,61,170,1
0,27,6,18,4,4,1,38925.33594,68,128,1
0,54,4,14,1,4,1,33712.96875,67,220,1
0,30,1,14,1,4,1,84054.75,66,185,1
0,42,4,14,6,4,1,84054.75,69,180,1
0,43,1,16,1,4,1,84054.75,67,250,1
0,55,6,17,2,2,1,49430.10938,64,289,1
0,25,1,12,1,4,2,33712.96875,62,160,1
0,49,1,16,1,3,1,84054.75,62,125,1
0,39,1,13,3,4,1,84054.75,69,165,1
0,40,1,8,1,2,3,49430.10938,65,145,1
0,41,1,12,1,1,1,84054.75,67,140,1
0,33,6,16,1,2,1,33712.96875,61,128,1
0,28,1,12,1,3,2,28560.38672,67,208,1
0,54,4,12,1,1,1,28560.38672,63,114,1
0,31,1,12,1,2,3,28560.38672,63,150,1
0,52,1,12,1,4,1,84054.75,64,110,1
0,40,1,13,1,3,1,49430.10938,67,160,1
0,34,6,17,6,3,1,28560.38672,68,200,1
0,38,1,14,1,2,1,84054.75,67,150,1
0,33,1,15,1,3,1,33712.96875,65,140,1
0,32,6,16,1,3,1,33712.96875,67,120,1
0,42,4,16,1,3,1,44152.16016,66,152,1
0,37,4,16,1,3,1,23362.87305,65,170,1
0,46,1,12,4,3,1,84054.75,66,170,1
0,26,6,16,1,4,1,23362.87305,68,130,1
0,32,6,10,1,3,1,18168.8418,62,125,1
0,37,1,12,4,1,1,44152.16016,70,150,1
0,41,4,12,1,2,1,23362.87305,64,140,1
0,27,6,18,1,3,1,7782.854004,61,105,1
0,25,1,16,1,3,1,28560.38672,67,130,1
0,56,1,15,2,3,1,84054.75,64,175,1
0,50,1,18,1,4,1,84054.75,69,150,1
0,54,6,16,1,2,1,23362.87305,65,148,1
0,29,6,16,1,1,1,33712.96875,68,138,1
0,30,4,15,2,1,2,44152.16016,67,165,1
0,38,5,16,1,4,2,84054.75,69,170,1
0,34,1,14,1,3,1,38925.33594,67,232,1
0,42,4,14,4,4,2,38925.33594,61,136,1
0,33,4,12,1,1,1,8826.651367,60,122,1
0,51,1,16,2,2,1,84054.75,60,130,1
0,33,1,12,1,3,2,84054.75,64,150,1
0,32,1,12,2,2,1,84054.75,67,125,1
0,57,3,15,1,3,1,38925.33594,68,145,1
0,39,1,18,1,1,1,84054.75,62,185,1
0,51,1,12,1,1,1,84054.75,64,155,1
0,39,1,12,1,3,1,84054.75,63,172,1
0,30,1,13,1,1,1,44152.16016,62,113,1
0,33,1,16,1,3,1,84054.75,65,138,1
0,45,1,10,1,3,3,49430.10938,60,128,1
0,38,6,16,1,3,1,15081.97559,67,150,1
0,48,1,16,2,1,1,84054.75,64,160,1
0,45,1,16,5,4,1,84054.75,66,138,1
0,54,3,14,1,3,1,19237.19531,66,125,1
0,27,6,13,1,2,2,18168.8418,66,155,1
0,44,1,12,1,1,1,38925.33594,59,165,1
0,56,1,12,4,2,1,84054.75,64,160,1
0,44,4,13,2,4,3,28560.38672,64,175,1
0,36,6,12,1,1,1,23362.87305,66,120,1
0,35,6,16,1,1,1,84054.75,65,130,1
0,35,1,12,1,2,1,23362.87305,63,150,1
0,56,1,16,1,3,1,84054.75,65,120,1
0,30,4,13,1,2,1,33712.96875,64,240,1
0,36,4,13,4,4,1,20305.50977,63,160,1
0,42,6,16,4,4,4,23362.87305,60,148,1
0,29,1,16,1,2,4,84054.75,60,95,1
0,54,1,18,3,3,2,44152.16016,63,140,1
0,47,1,18,1,4,1,84054.75,67,130,1
0,42,1,14,1,2,1,44152.16016,63,128,1
0,46,1,16,4,2,1,84054.75,63,135,1
0,58,1,17,3,2,1,84054.75,63,155,1
0,52,1,15,1,4,1,44152.16016,68,168,1
0,54,1,16,1,2,1,84054.75,66,180,1
0,36,4,13,6,4,1,28560.38672,60,130,1
0,30,6,16,2,1,1,28560.38672,67,135,1
0,28,5,12,1,3,1,9857.505859,65,180,1
0,30,6,18,4,3,2,44152.16016,63,195,1
0,49,1,13,1,1,2,28560.38672,65,180,1
0,36,5,9,1,3,1,15081.97559,63,150,1
0,30,6,16,1,2,1,38925.33594,64,180,1
0,34,2,18,1,1,3,23362.87305,62,110,1
0,42,6,16,1,3,1,38925.33594,66,175,1
0,40,1,14,4,4,3,44152.16016,63,160,1
0,46,1,12,6,2,1,84054.75,61,135,1
0,32,1,16,1,2,1,49430.10938,69,125,1
0,47,4,16,1,2,1,33712.96875,66,140,1
0,29,1,14,1,2,1,84054.75,65,130,1
0,51,1,11,1,4,1,44152.16016,67,210,1
0,44,4,16,1,4,1,38925.33594,70,190,1
0,41,4,14,1,2,1,8826.651367,63,225,1
0,38,1,14,6,4,1,84054.75,69,135,1
0,42,1,12,1,1,1,44152.16016,70,138,1
0,36,1,13,1,1,1,44152.16016,63,120,1
0,38,1,14,2,3,1,84054.75,64,145,1
0,30,2,18,3,2,2,38925.33594,68,150,1
0,55,1,12,3,1,1,33712.96875,62,124,1
0,25,6,16,3,2,1,19237.19531,62,140,1
0,36,1,18,1,3,3,84054.75,63,118,1
0,34,4,14,1,3,1,12954.76563,63,128,1
0,60,1,16,4,3,2,38925.33594,64,166,1
0,26,1,12,3,1,1,84054.75,64,125,1
0,33,1,14,1,4,1,44152.16016,66,148,1
0,27,1,12,1,1,1,84054.75,68,135,1
0,31,1,12,1,1,1,44152.16016,68,180,1
0,54,4,10,1,2,1,17171.26367,62,135,1
0,40,6,16,1,3,1,28560.38672,64,190,1
0,44,1,16,1,1,1,84054.75,62,155,1
0,58,6,14,1,2,1,23362.87305,66,135,1
0,28,6,16,2,3,1,49430.10938,66,123,1
0,36,4,12,1,2,1,44152.16016,61,125,1
0,32,1,14,6,4,3,44152.16016,67,200,1
0,33,3,16,1,3,1,84054.75,65,130,1
0,32,1,16,1,2,1,84054.75,64,155,1
0,48,1,12,2,3,1,19237.19531,65,215,1
0,36,1,16,1,3,1,84054.75,68,155,1
0,49,1,12,6,3,1,84054.75,67,152,1
0,39,1,12,1,4,1,44152.16016,61,139,1
0,47,1,16,1,2,1,84054.75,65,145,1
0,32,1,16,1,4,3,84054.75,62,130,1
0,39,1,12,4,1,1,23362.87305,61,110,1
0,62,3,16,1,3,1,44152.16016,66,190,1
0,25,6,18,1,2,1,23362.87305,68,195,1
0,27,6,16,1,3,1,33712.96875,67,154,1
0,51,4,14,2,3,1,84054.75,62,130,1
0,62,4,12,1,3,1,28560.38672,64,180,1
0,39,1,17,3,2,1,84054.75,61,110,1
0,42,1,14,1,4,3,84054.75,67,150,1
0,29,1,16,1,2,1,84054.75,63,100,1
0,38,1,16,4,3,1,84054.75,62,125,1
0,37,5,12,1,3,1,84054.75,63,128,1
0,32,1,12,1,4,1,84054.75,61,128,1
0,41,1,12,6,2,1,20305.50977,61,115,1
0,39,4,18,1,4,1,28560.38672,61,138,1
0,35,4,16,1,3,1,44152.16016,66,128,1
0,31,1,13,1,2,1,84054.75,62,145,1
0,60,3,14,1,4,1,84054.75,69,165,1
0,41,4,13,1,2,1,84054.75,62,125,1
0,57,1,13,4,1,1,84054.75,62,145,1
0,25,1,13,1,1,1,49430.10938,66,115,1
0,35,1,12,4,2,1,84054.75,67,135,1
0,49,4,16,1,3,1,38925.33594,65,135,1
0,49,3,13,1,3,1,20305.50977,66,135,1
0,36,1,16,5,4,1,23362.87305,66,118,1
0,31,6,17,1,1,1,20305.50977,65,250,1
0,48,1,16,4,3,1,33712.96875,65,136,1
0,42,6,18,1,1,1,84054.75,66,135,1
0,44,1,18,1,3,1,84054.75,61,164,1
0,27,1,12,1,1,1,38925.33594,60,115,1
0,37,1,16,1,2,1,84054.75,67,145,1
0,25,6,16,1,2,1,18168.8418,67,125,1
0,41,1,12,1,1,2,38925.33594,67,195,1
0,44,4,12,1,2,1,44152.16016,66,125,1
0,38,1,12,1,3,1,44152.16016,63,155,1
0,58,1,12,4,2,1,84054.75,68,200,1
0,46,4,12,1,3,1,23362.87305,64,118,1
0,56,1,12,4,1,1,44152.16016,65,128,1
0,26,1,16,1,1,1,84054.75,61,106,1
0,52,1,12,1,2,1,84054.75,66,155,1
0,60,1,14,4,1,1,84054.75,63,145,1
0,55,4,12,4,1,1,28560.38672,65,140,1
0,46,6,17,4,2,2,44152.16016,66,157,1
0,40,1,12,4,3,2,44152.16016,64,195,1
0,37,6,12,1,2,1,16081.58789,69,210,1
0,59,1,12,1,3,1,49430.10938,60,115,1
0,28,6,18,1,3,1,23362.87305,60,115,1
0,56,4,12,1,4,4,84054.75,62,145,1
0,35,1,12,1,1,1,84054.75,66,150,1
0,28,1,14,1,2,1,84054.75,69,133,1
0,35,6,16,1,3,2,33712.96875,67,130,1
0,49,1,12,3,2,1,38925.33594,68,151,1
0,34,1,12,1,4,1,84054.75,63,128,1
0,59,1,14,1,4,1,84054.75,63,126,1
0,35,1,16,1,2,1,38925.33594,66,145,1
0,47,1,12,1,3,2,84054.75,60,125,1
0,38,1,14,1,2,1,33712.96875,66,140,1
0,37,6,16,1,3,1,84054.75,70,200,1
0,41,1,13,1,2,1,84054.75,66,145,1
0,36,1,12,1,1,1,84054.75,64,130,1
0,46,1,12,4,2,1,33712.96875,62,130,1
0,26,1,16,1,3,1,84054.75,67,130,1
0,35,1,13,1,3,2,49430.10938,63,160,1
0,50,1,13,3,4,1,84054.75,64,150,1
0,38,1,13,1,1,2,84054.75,63,120,1
0,57,1,18,4,3,2,84054.75,66,175,1
0,44,1,13,1,2,1,84054.75,66,140,1
0,55,1,18,4,4,1,84054.75,63,147,1
0,44,1,16,6,1,1,23362.87305,65,140,1
0,37,6,18,1,2,1,44152.16016,63,185,1
0,58,4,18,4,4,1,38925.33594,60,120,1
0,48,4,13,1,4,1,49430.10938,65,157,1
0,25,4,16,1,4,3,33712.96875,66,170,1
0,54,4,12,1,4,1,28560.38672,67,162,1
0,40,1,14,1,3,1,15081.97559,62,501,1
0,31,1,12,1,1,1,44152.16016,61,135,1
0,33,1,13,1,3,1,49430.10938,66,165,1
0,46,1,13,3,3,1,38925.33594,65,130,1
0,42,1,13,3,1,1,44152.16016,62,120,1
0,36,1,18,1,3,1,84054.75,59,100,1
0,48,1,12,1,2,1,84054.75,63,198,1
0,45,1,16,2,3,1,84054.75,64,130,1
0,31,1,12,4,4,1,49430.10938,64,125,1
0,32,1,16,1,2,1,23362.87305,68,115,1
0,26,1,13,1,2,1,84054.75,64,110,1
0,30,1,16,1,4,1,84054.75,67,140,1
0,50,5,17,1,2,2,23362.87305,68,122,1
0,34,1,15,1,3,4,84054.75,60,100,1
0,39,2,12,1,1,3,44152.16016,63,112,1
0,47,6,15,1,4,1,33712.96875,67,130,1
0,39,5,15,1,1,2,23362.87305,66,140,1
0,26,1,13,1,4,4,84054.75,68,140,1
0,53,4,16,3,4,1,33712.96875,67,135,1
0,46,1,16,2,4,1,84054.75,64,140,1
0,48,1,12,4,1,1,84054.75,60,110,1
0,44,1,16,3,4,4,23362.87305,61,120,1
0,45,4,14,3,4,1,28560.38672,66,220,1
0,43,1,12,1,2,1,84054.75,65,125,1
0,62,3,12,1,2,1,23362.87305,65,155,1
0,62,1,12,1,3,1,84054.75,62,145,1
0,49,2,12,2,3,1,44152.16016,65,113,1
0,51,6,18,1,2,1,23362.87305,65,120,1
0,50,5,14,1,3,1,44152.16016,69,225,1
0,51,1,13,1,1,1,84054.75,66,140,1
0,36,6,14,1,1,2,44152.16016,64,129,1
0,32,6,13,1,4,1,23362.87305,61,120,1
0,53,4,13,1,4,1,49430.10938,64,200,1
0,35,1,16,1,4,1,84054.75,67,120,1
0,44,4,18,3,4,1,49430.10938,67,125,1
0,38,1,17,6,2,1,84054.75,64,190,1
0,43,6,14,1,3,2,23362.87305,67,175,1
0,30,4,16,1,1,1,23362.87305,65,110,1
0,57,1,17,1,4,1,23362.87305,63,170,1
0,46,1,13,5,3,1,84054.75,64,130,1
0,47,1,18,1,3,1,84054.75,63,175,1
0,42,1,13,1,3,1,84054.75,62,118,1
0,25,1,12,4,2,1,28560.38672,67,115,1
0,37,1,13,1,2,1,84054.75,67,130,1
0,32,1,16,1,3,1,49430.10938,71,140,1
0,60,1,14,2,4,1,84054.75,66,190,1
0,28,1,17,1,4,1,84054.75,70,140,1
0,40,1,16,2,1,1,84054.75,67,160,1
0,49,1,12,1,2,1,84054.75,68,155,1
0,61,1,12,1,4,1,23362.87305,64,115,1
0,27,1,16,1,4,1,84054.75,63,129,1
0,35,1,12,1,3,1,49430.10938,64,130,1
0,33,1,17,1,1,1,84054.75,65,150,1
0,33,1,12,1,4,1,84054.75,67,140,1
0,38,1,12,1,2,1,84054.75,63,165,1
0,46,6,12,1,1,1,33712.96875,62,165,1
0,26,2,15,5,3,1,49430.10938,68,140,1
0,59,5,16,1,1,1,33712.96875,63,120,1
0,32,6,14,1,4,1,23362.87305,64,130,1
0,32,6,12,1,1,1,28560.38672,72,225,1
0,44,4,12,3,3,1,23362.87305,68,160,1
0,62,1,14,1,1,1,84054.75,60,135,1
0,32,1,12,1,3,1,84054.75,68,125,1
0,26,1,14,1,4,1,38925.33594,70,145,1
0,50,5,14,1,3,2,14021.39453,66,132,1
0,33,1,16,1,1,1,84054.75,65,125,1
